tot_pop_log,median_inc_log,year,after,ohio,school_district,number_tested,pct_prof_or_above,tot_pop,perc_male,perc_female,perc_under5,perc_5to19,perc_20plus,perc_caucasian,perc_otherethnicity,perc_nobach,perc_bachplus,median_inc,interaction
10.304978105888882,10.846147539430351,2008,0,1,"Troy City School District, Ohio",330,87.9,29880,0.5,0.5,0.06,0.17,0.77,0.93,0.07,0.75,0.25,51335,0
10.327185428905352,10.830619307588158,2013,1,1,"Troy City School District, Ohio",362,86.2,30551,0.5,0.5,0.04,0.19,0.77,0.91,0.09,0.76,0.24,50544,1
10.114356072974726,11.159801352219231,2008,0,1,"Twinsburg City School District, Ohio",222,75.7,24694,0.49,0.51,0.07,0.21,0.72,0.77,0.23,0.6,0.4,70248,0
10.124428680295138,11.075396770265694,2013,1,1,"Twinsburg City School District, Ohio",216,90.7,24944,0.47,0.53,0.06,0.2,0.74,0.75,0.25,0.58,0.42,64562,1
10.456999032752055,11.43155270650449,2008,0,1,"Upper Arlington City School District, Ohio",23,60.9,34786,0.47,0.53,0.05,0.21,0.73,0.93,0.07,0.3,0.7,92184,0
10.456538985013989,11.363787201966506,2013,1,1,"Upper Arlington City School District, Ohio",449,93.3,34770,0.48,0.52,0.07,0.2,0.74,0.92,0.08,0.26,0.74,86144,1
9.889743534743868,11.048490302992848,2013,1,0,"Urbandale Community School District, Iowa",263,82.5,19726,0.49,0.51,0.05,0.18,0.77,0.92,0.08,0.58,0.42,62848,0
9.97980023538529,11.17848715851,2008,0,0,"Urbandale Community School District, Iowa",248,79.0,21585,0.51,0.49,0.08,0.21,0.71,0.92,0.08,0.54,0.46,71573,0
10.131339999578072,10.841422352468154,2008,0,1,"Vandalia-Butler City School District, Ohio",272,85.3,25117,0.5,0.5,0.06,0.17,0.77,0.93,0.07,0.75,0.25,51093,0
10.071498871212288,10.903990748093918,2013,1,1,"Vandalia-Butler City School District, Ohio",225,88.9,23658,0.48,0.52,0.05,0.17,0.78,0.8,0.2,0.74,0.26,54392,1
10.176259012252155,11.0621595976319,2008,0,1,"Wadsworth City School District, Ohio",278,81.3,26271,0.49,0.51,0.05,0.19,0.75,0.79,0.21,0.69,0.31,63713,0
10.220267155811605,10.893511900787338,2013,1,1,"Wadsworth City School District, Ohio",293,90.4,27453,0.5,0.5,0.07,0.2,0.73,0.96,0.04,0.69,0.31,53825,1
10.593128593766785,10.315564090231947,2008,0,1,"Warren City School District, Ohio",430,50.5,39859,0.48,0.52,0.08,0.18,0.74,0.68,0.32,0.9,0.1,30198,0
10.535450579771076,10.14753116795808,2013,1,1,"Warren City School District, Ohio",385,54.8,37625,0.46,0.54,0.07,0.18,0.75,0.67,0.33,0.9,0.1,25527,1
10.836104287009055,10.667815210028436,2008,0,1,"Washington Local School District, Ohio",353,72.8,50822,0.48,0.52,0.08,0.17,0.75,0.88,0.12,0.85,0.15,42950,0
10.826018771999738,10.506463824584774,2013,1,1,"Washington Local School District, Ohio",482,81.7,50312,0.49,0.51,0.06,0.18,0.76,0.86,0.14,0.85,0.15,36550,1
11.257646043625948,10.574082328625561,2013,1,0,"Waterloo Community School District, Iowa",750,56.5,77469,0.49,0.51,0.07,0.16,0.77,0.81,0.19,0.82,0.18,39107,0
11.234995683961126,10.63050461760369,2008,0,0,"Waterloo Community School District, Iowa",684,64.9,75734,0.47,0.53,0.07,0.17,0.76,0.83,0.17,0.82,0.18,41377,0
10.64134515786313,11.288168112178617,2013,1,0,"Waukee Community School District, Iowa",569,86.8,41828,0.49,0.51,0.1,0.21,0.69,0.91,0.09,0.44,0.56,79870,0
10.272876332061601,11.346209504954661,2008,0,0,"Waukee Community School District, Iowa",450,85.1,28936,0.48,0.52,0.1,0.2,0.71,0.94,0.06,0.47,0.53,84643,0
10.213725810701272,10.695574680950976,2008,0,1,"West Carrollton City School District, Ohio",296,72.6,27274,0.49,0.51,0.06,0.15,0.79,0.88,0.12,0.82,0.18,44159,0
10.260112495224819,10.556541639529629,2013,1,1,"West Carrollton City School District, Ohio",281,78.3,28569,0.47,0.53,0.08,0.15,0.77,0.83,0.17,0.83,0.17,38427,1
11.090064929932883,10.918700116159062,2008,0,1,"West Clermont Local School District, Ohio",678,78.2,65516,0.49,0.51,0.08,0.18,0.75,0.96,0.04,0.76,0.24,55198,0
11.138464715724755,10.856515146126256,2013,1,1,"West Clermont Local School District, Ohio",660,80.0,68765,0.5,0.5,0.07,0.15,0.77,0.95,0.05,0.77,0.23,51870,1
11.118919449950958,11.073443281272374,2013,1,0,"West Des Moines Community School District, Iowa",585,84.1,67434,0.49,0.51,0.06,0.18,0.76,0.87,0.13,0.48,0.52,64436,0
11.065262416161877,11.07229421282296,2008,0,0,"West Des Moines Community School District, Iowa",571,78.8,63911,0.49,0.51,0.07,0.18,0.75,0.9,0.1,0.51,0.49,64362,0
10.028400664234924,10.956178059290277,2013,1,0,"Western Dubuque Community School District, Iowa",166,79.5,22660,0.49,0.51,0.07,0.23,0.7,0.94,0.06,0.81,0.19,57306,0
9.981744050501895,10.941199139614623,2008,0,0,"Western Dubuque Community School District, Iowa",199,73.9,21627,0.5,0.5,0.07,0.2,0.73,0.92,0.08,0.79,0.21,56454,0
11.357849357066469,11.14537733590786,2008,0,1,"Westerville City School District, Ohio",1000,84.6,85634,0.48,0.52,0.07,0.2,0.74,0.81,0.19,0.54,0.46,69242,0
11.466441639156667,11.085000000931881,2013,1,1,"Westerville City School District, Ohio",1103,88.5,95457,0.48,0.52,0.06,0.18,0.76,0.79,0.21,0.5,0.5,65185,1
10.353192806623015,11.163694176730043,2008,0,1,"Westlake City School District, Ohio",260,92.3,31356,0.48,0.52,0.04,0.17,0.79,0.89,0.11,0.53,0.47,70522,0
10.389026137075234,11.188966608417202,2013,1,1,"Westlake City School District, Ohio",287,92.3,32500,0.46,0.54,0.05,0.17,0.77,0.9,0.1,0.45,0.55,72327,1
11.112209063884269,10.888669817429331,2008,0,1,"Willoughby-Eastlake City School District, Ohio",573,84.8,66983,0.48,0.52,0.04,0.16,0.8,0.94,0.06,0.77,0.23,53565,0
11.084831238801703,10.733915338630107,2013,1,1,"Willoughby-Eastlake City School District, Ohio",544,87.1,65174,0.49,0.51,0.05,0.15,0.81,0.91,0.09,0.75,0.25,45885,1
9.958212452225375,10.765364336370562,2008,0,1,"Wilmington City School District, Ohio",263,71.9,21124,0.48,0.52,0.08,0.16,0.77,0.92,0.08,0.84,0.16,47351,0
9.901285128980929,10.568183816922058,2013,1,1,"Wilmington City School District, Ohio",251,76.1,19955,0.47,0.53,0.06,0.17,0.77,0.92,0.08,0.84,0.16,38877,1
10.288988020224695,10.916687185578304,2008,0,1,"Winton Woods City School District, Ohio",286,72.7,29406,0.48,0.52,0.07,0.19,0.74,0.45,0.55,0.69,0.31,55087,0
10.178540208587767,10.756902380358612,2013,1,1,"Winton Woods City School District, Ohio",252,70.2,26331,0.47,0.53,0.07,0.18,0.76,0.43,0.57,0.7,0.3,46952,1
10.258255679654631,10.642850156893036,2008,0,1,"Wooster City School District, Ohio",265,78.9,28516,0.47,0.53,0.06,0.14,0.79,0.93,0.07,0.74,0.26,41891,0
10.283190309420853,10.593630224075774,2013,1,1,"Wooster City School District, Ohio",270,86.7,29236,0.48,0.52,0.07,0.14,0.79,0.93,0.07,0.72,0.28,39879,1
10.973648925030222,11.19532012386709,2008,0,1,"Worthington City School District, Ohio",647,87.5,58316,0.51,0.49,0.07,0.18,0.75,0.85,0.15,0.45,0.55,72788,0
11.063492795228852,11.112194134834576,2013,1,1,"Worthington City School District, Ohio",709,90.8,63798,0.47,0.53,0.08,0.18,0.74,0.82,0.18,0.44,0.56,66982,1
10.437404507525516,10.71274971165176,2008,0,1,"Xenia Community City School District, Ohio",390,70.3,34111,0.46,0.54,0.08,0.16,0.77,0.83,0.17,0.79,0.21,44924,0
10.532229536403737,10.657541667999595,2013,1,1,"Xenia Community City School District, Ohio",330,75.5,37504,0.47,0.53,0.06,0.16,0.77,0.83,0.17,0.78,0.22,42511,1
11.148203948308879,10.158168529848494,2008,0,1,"Youngstown City School District, Ohio",493,58.4,69438,0.49,0.51,0.05,0.17,0.78,0.49,0.51,0.89,0.11,25800,0
11.125761858031977,10.040986065721762,2013,1,1,"Youngstown City School District, Ohio",417,55.9,67897,0.49,0.51,0.07,0.15,0.78,0.5,0.5,0.89,0.11,22947,1
10.193691442531419,10.345766633767008,2008,0,1,"Zanesville City School District, Ohio",300,59.3,26733,0.47,0.53,0.07,0.16,0.77,0.87,0.13,0.87,0.13,31124,0
10.206550727026212,10.188140040427545,2013,1,1,"Zanesville City School District, Ohio",252,73.8,27079,0.49,0.51,0.08,0.17,0.75,0.86,0.14,0.88,0.12,26585,1
